,업종명,인허가일자,업소명,영업자,소재지(도로명),소재지,영업장면적,소재지전화,법인명,업태명,업종명.1
916,일반음식점,38443,피자빙고중리점,정옥란,"경상북도 칠곡군 석적읍 유학로 28 (115호,116호)","경상북도 칠곡군 석적읍 중리 142번지 2호 115호,116호 ",40.95,054-977-6333,-,분식,일반음식점
917,일반음식점,38449,다부청둥오리,이임숙,경상북도 칠곡군 가산면 다부유전길 27-28,경상북도 칠곡군 가산면 다부리 505번지  ,64.59,,-,한식,일반음식점
918,일반음식점,38450,통골식당,김귀덕,경상북도 칠곡군 북삼읍 금오동천로 61-2,경상북도 칠곡군 북삼읍 숭오리 868번지 2호  ,48.0,054-973-2278,-,한식,일반음식점
919,일반음식점,38450,버팔로생막창,하춘자,경상북도 칠곡군 왜관읍 구상길 163,경상북도 칠곡군 왜관읍 왜관리 788번지 17호  ,15.75,054-973-5458,-,정종/대포집/소주방,일반음식점
920,일반음식점,38454,내고향 산골식당,강순영,경상북도 칠곡군 지천면 신동로2길 89,경상북도 칠곡군 지천면 신리 640번지  ,49.1,054-972-8006,-,한식,일반음식점
921,일반음식점,38454,더덕천국,김순자,경상북도 칠곡군 동명면 남원로 446-1,경상북도 칠곡군 동명면 남원리 197번지 1호  B동 ,165.0,054-972-3545,-,한식,일반음식점
922,일반음식점,38461,우미촌,장준영,경상북도 칠곡군 석적읍 북중리13길 1,경상북도 칠곡군 석적읍 중리 86번지 7호  ,134.4,054-976-7925,-,한식,일반음식점
923,일반음식점,38462,청다락,양곽병,경상북도 칠곡군 북삼읍 금오대로2길 57,경상북도 칠곡군 북삼읍 인평리 1035번지 8호  ,95.4,,-,정종/대포집/소주방,일반음식점
924,일반음식점,38463,무을순대,박분화,경상북도 칠곡군 북삼읍 금오대로2길 60,경상북도 칠곡군 북삼읍 인평리 1038번지 2호  ,50.9,054-975-7116,-,한식,일반음식점
925,일반음식점,38464,신떡왜관점,박수용,경상북도 칠곡군 왜관읍 구상길 203,경상북도 칠곡군 왜관읍 왜관리 785번지 28호  ,39.56,054-971-0102,-,한식,일반음식점
926,일반음식점,38475,미남포차,이민형,경상북도 칠곡군 북삼읍 북삼로 58,경상북도 칠곡군 북삼읍 인평리 1055번지 외4필지 ,231.6,,-,까페,일반음식점
927,일반음식점,38478,거꾸로석쇠구이전문점,서옥임,경상북도 칠곡군 왜관읍 중앙로10길 12,경상북도 칠곡군 왜관읍 왜관리 276번지 16호  ,108.0,054-974-9288,-,분식,일반음식점
928,일반음식점,38485,용천수별채,유환진,경상북도 칠곡군 북삼읍 숭산로 275-16,경상북도 칠곡군 북삼읍 숭오리 1446번지 4호 외 1필지 ,190.38,054-972-5557,-,한식,일반음식점
929,일반음식점,38489,백록담돼지국밥,권두희,경상북도 칠곡군 석적읍 유학로 64,경상북도 칠곡군 석적읍 중리 204번지 9호  ,60.96,054-977-8842,-,탕류(보신용),일반음식점
930,일반음식점,38492,외갓집,남귀자,경상북도 칠곡군 지천면 상지1길 95,경상북도 칠곡군 지천면 신리 11번지 2호  ,126.35,,-,한식,일반음식점
931,일반음식점,38492,동명구내식당,정숙자,경상북도 칠곡군 동명면 금암동석4길 11,경상북도 칠곡군 동명면 금암리 346번지 외16필지 ,83.7,054-977-1191,-,한식,일반음식점
932,일반음식점,38492,산성골오리궁뎅이,최경자,경상북도 칠곡군 동명면 한티로 588,경상북도 칠곡군 동명면 기성리 218번지 1호  ,150.0,054-974-6000,-,한식,일반음식점
933,일반음식점,38499,아름다운 이야기,유경해,경상북도 칠곡군 북삼읍 숭산로 226,경상북도 칠곡군 북삼읍 숭오리 1359번지  ,113.25,054-973-5150,-,한식,일반음식점
934,일반음식점,38504,명가푸드,전미애,경상북도 칠곡군 왜관읍 공단로8길 66,경상북도 칠곡군 왜관읍 금산리 583번지 1호  ,126.8,054-921-3789,-,한식,일반음식점
935,일반음식점,38518,솔밭식당,양동숙,경상북도 칠곡군 북삼읍 금오동천로 151-12,"경상북도 칠곡군 북삼읍 숭오리 909번지 20호 , 21 ",141.82,,-,한식,일반음식점
936,일반음식점,38523,오색더덕약초밥,전영숙,경상북도 칠곡군 동명면 팔공산로 142-13,경상북도 칠곡군 동명면 기성리 736번지 1호 외 2필지 ,282.02,054-972-8063,-,한식,일반음식점
937,일반음식점,38530,산오징어마을,곽현구,경상북도 칠곡군 석적읍 북중리10길 23,경상북도 칠곡군 석적읍 중리 153번지 3호  ,127.94,054-977-8558,-,회집,일반음식점
938,일반음식점,38530,매콤이불닭,김옥례,경상북도 칠곡군 북삼읍 금오대로10길 27-9,경상북도 칠곡군 북삼읍 인평리 1031번지 15호  ,65.94,054-974-4400,-,기타,일반음식점
939,일반음식점,38537,신천지황토오리,윤영숙,경상북도 칠곡군 동명면 한티로 304-17,경상북도 칠곡군 동명면 구덕리 16번지  ,173.02,054-976-5292,-,한식,일반음식점
940,일반음식점,38540,꼬꾸마시,류영진,경상북도 칠곡군 북삼읍 금오대로10길 23-5,경상북도 칠곡군 북삼읍 인평리 1031번지 7호  ,65.94,054-974-4245,-,한식,일반음식점
941,일반음식점,38555,장모님돼지찌개,장영옥,경상북도 칠곡군 왜관읍 중앙로10길 14,경상북도 칠곡군 왜관읍 왜관리 276번지 8호  ,92.47,054-972-9255,-,정종/대포집/소주방,일반음식점
942,일반음식점,38555,피자마루,임명옥,경상북도 칠곡군 석적읍 유학로 18,경상북도 칠곡군 석적읍 중리 140번지 1호  ,52.4,054-971-2462,-,분식,일반음식점
943,일반음식점,38558,오리이야기,박영남,경상북도 칠곡군 동명면 기성5길 15,경상북도 칠곡군 동명면 기성리 937번지 1호  ,192.0,054-975-2611,-,한식,일반음식점
944,일반음식점,38560,부촌수제갈비,윤영숙,경상북도 칠곡군 석적읍 석적로 955-9,경상북도 칠곡군 석적읍 남율리 737번지 738 ,84.0,054-977-9290,-,호프/통닭,일반음식점
945,일반음식점,38576,또래오래치킨왜관점,유재인,경상북도 칠곡군 왜관읍 전원3길 5-4,경상북도 칠곡군 왜관읍 왜관리 778번지 1호  ,59.96,054-971-8599,-,통닭(치킨),일반음식점
946,일반음식점,38581,유정,이근동,경상북도 칠곡군 동명면 양지길 27,경상북도 칠곡군 동명면 구덕리 403번지  ,103.5,,-,한식,일반음식점
947,일반음식점,38588,녹양생고기,이태희,경상북도 칠곡군 북삼읍 북삼로 157,경상북도 칠곡군 북삼읍 숭오리 17번지 7호  ,58.49,054-972-9177,-,기타,일반음식점
948,일반음식점,38588,감미정,이승희,경상북도 칠곡군 북삼읍 금오대로10길 20,경상북도 칠곡군 북삼읍 인평리 1086번지 3호  ,106.92,,-,정종/대포집/소주방,일반음식점
949,일반음식점,38588,신천지,윤연희,경상북도 칠곡군 왜관읍 2번도로길 61-1,경상북도 칠곡군 왜관읍 왜관리 255번지 57호 외 1필지 ,39.6,054-972-9404,-,중국식,일반음식점
950,일반음식점,38594,대가야삼계탕,장재권,경상북도 칠곡군 석적읍 북중리2길 9-5,경상북도 칠곡군 석적읍 중리 134번지 3호  ,167.44,054-976-0090,-,탕류(보신용),일반음식점
951,일반음식점,38596,동물농장,곽명근,경상북도 칠곡군 북삼읍 북삼로 110,경상북도 칠곡군 북삼읍 인평리 658번지 4호  ,32.0,054-975-6350,-,한식,일반음식점
952,일반음식점,38604,윤희네분식,윤선례,경상북도 칠곡군 약목면 약목로3길 17,경상북도 칠곡군 약목면 복성리 974번지 5호  ,16.74,054-977-5770,-,분식,일반음식점
953,일반음식점,38604,전통의 맛 선산곱창,정경희,경상북도 칠곡군 석적읍 석적로 954,경상북도 칠곡군 석적읍 남율리 745번지 2호 외 1필지 ,67.08,054-977-5877,-,한식,일반음식점
954,일반음식점,38636,동막골,조병숙,"경상북도 칠곡군 북삼읍 인평중앙로 50, B동 104호 (북삼시장)",경상북도 칠곡군 북삼읍 인평리 307번지 8호 외1필지 북삼시장 B동 104호,29.4,,-,한식,일반음식점
955,일반음식점,38639,우아한포차,주영주,경상북도 칠곡군 석적읍 북중리12길 6,경상북도 칠곡군 석적읍 중리 203번지 6호  ,70.04,,-,호프/통닭,일반음식점
956,일반음식점,38639,고향청국장,김옥기,경상북도 칠곡군 석적읍 성곡1길 30,경상북도 칠곡군 석적읍 성곡리 707번지  ,32.97,054-977-0205,-,한식,일반음식점
957,일반음식점,38646,라라코스트,최미,경상북도 칠곡군 왜관읍 중앙로 175,경상북도 칠곡군 왜관읍 왜관리 243번지 4호  ,106.6,054-975-3230,-,경양식,일반음식점
958,일반음식점,38657,무림반점,박영미,경상북도 칠곡군 동명면 금암동석4길 26,경상북도 칠곡군 동명면 금암리 354번지 5호  ,44.59,054-977-8500,-,중국식,일반음식점
959,일반음식점,38660,꼬기꾸이,박범진,경상북도 칠곡군 석적읍 북중리10길 13,경상북도 칠곡군 석적읍 중리 199번지 1호  ,94.32,054-976-0050,-,식육(숯불구이),일반음식점
960,일반음식점,38665,뚱이네,김지란,경상북도 칠곡군 왜관읍 공단로 198-33,경상북도 칠곡군 왜관읍 금산리 986번지 22호  ,103.12,054-976-3588,-,기타,일반음식점
961,일반음식점,38679,대패묻고,차영남,경상북도 칠곡군 북삼읍 안산2길 23-8,경상북도 칠곡군 북삼읍 숭오리 22번지 7호  ,73.28,,-,식육(숯불구이),일반음식점
962,일반음식점,38685,청송얼음먹거리,정혜진,경상북도 칠곡군 북삼읍 안산2길 16-1,경상북도 칠곡군 북삼읍 인평리 686번지 1호  ,103.52,,-,한식,일반음식점
963,일반음식점,38685,지코바숯불치킨석적중리점,김동미,경상북도 칠곡군 석적읍 동중리8길 3,경상북도 칠곡군 석적읍 중리 204번지 14호  ,150.99,054-971-3398,-,한식,일반음식점
964,일반음식점,38699,신통치킨,박종윤,경상북도 칠곡군 북삼읍 안산2길 23-8,경상북도 칠곡군 북삼읍 숭오리 22번지 7호  ,58.8,054-975-2226,-,호프/통닭,일반음식점
965,일반음식점,38701,미성참숯불갈비,정영희,경상북도 칠곡군 북삼읍 북삼로 136,경상북도 칠곡군 북삼읍 인평리 657번지 5호  ,230.46,054-975-4963,-,식육(숯불구이),일반음식점
966,일반음식점,38708,만세장어,장성호,경상북도 칠곡군 석적읍 장곡길 167,경상북도 칠곡군 석적읍 중리 207번지 7호  ,97.51,054-971-0170,-,한식,일반음식점
967,일반음식점,38708,세이클럽,이장육,경상북도 칠곡군 석적읍 북중리3길 37,경상북도 칠곡군 석적읍 중리 92번지 4호  ,98.12,054-977-3450,-,호프/통닭,일반음식점
968,일반음식점,38712,울릉도회산오징어,양남철,-,경상북도 칠곡군 북삼읍 인평리 -번지 오태구획정리지구 16B 8L ,37.35,054-973-3302,-,회집,일반음식점
969,일반음식점,38714,와우궁해장국오태북삼점,신미숙,경상북도 칠곡군 북삼읍 금오대로2길 52,경상북도 칠곡군 북삼읍 인평리 1038번지 1호  ,158.94,054-972-5570,-,탕류(보신용),일반음식점
970,일반음식점,38716,봉명가든,이주은,경상북도 칠곡군 동명면 남원로 460,"경상북도 칠곡군 동명면 남원리 227번지 2호 , 228 ",162.0,054-975-2165,-,식육(숯불구이),일반음식점
971,일반음식점,38721,지상낙원황토오리가마구이,여순환,경상북도 칠곡군 동명면 구덕길 3,"경상북도 칠곡군 동명면 구덕리 144번지 4호 , 181-5 ",167.96,054-976-5279,-,한식,일반음식점
972,일반음식점,38735,2000대박,김기호,경상북도 칠곡군 석적읍 동중리1길 16-1,경상북도 칠곡군 석적읍 중리 207번지 12호 외 1필지 ,74.12,054-977-6370,-,한식,일반음식점
973,일반음식점,38737,목우촌또래오래치킨,장호경,-,경상북도 칠곡군 석적읍 중리 215번지 7호  ,66.5,054-976-9968,-,통닭(치킨),일반음식점
974,일반음식점,38755,고기굽는 여자,고순이,경상북도 칠곡군 석적읍 동중리1길 16-1,경상북도 칠곡군 석적읍 중리 207번지 12호  ,210.02,054-976-9253,-,한식,일반음식점
975,일반음식점,38769,대구반야월막창,이미향,경상북도 칠곡군 석적읍 북중리10길 18,경상북도 칠곡군 석적읍 중리 152번지 8호  ,111.85,054-976-6622,-,식육(숯불구이),일반음식점
976,일반음식점,38775,참숯고을,박수성,경상북도 칠곡군 동명면 남원로 313,경상북도 칠곡군 동명면 남원리 957번지 2호  ,122.04,054-975-2025,-,한식,일반음식점
977,일반음식점,38783,개미분식,김인숙,경상북도 칠곡군 왜관읍 중앙로9길 20-1,경상북도 칠곡군 왜관읍 왜관리 264번지 14호  ,33.48,054-977-1666,-,분식,일반음식점
978,일반음식점,38790,진밭골,이상봉,경상북도 칠곡군 북삼읍 인평중앙로 18,경상북도 칠곡군 북삼읍 인평리 401번지 2호  ,116.8,054-973-4606,-,한식,일반음식점
979,일반음식점,38797,선우경맛국밥,장순옥,경상북도 칠곡군 가산면 경북대로 1324,경상북도 칠곡군 가산면 금화리 187번지 1호  ,136.4,,-,탕류(보신용),일반음식점
980,일반음식점,38800,성미기사식당,김수미,경상북도 칠곡군 가산면 경북대로 1284,경상북도 칠곡군 가산면 천평리 558번지  ,228.23,054-971-8254,-,한식,일반음식점
981,일반음식점,38800,유학산두부골,최선희,경상북도 칠곡군 가산면 호국로 1158-10,경상북도 칠곡군 가산면 학산리 967번지 1호  ,85.4,054-972-6995,-,한식,일반음식점
982,일반음식점,38812,불로만숯불바베큐,김금옥,경상북도 칠곡군 석적읍 북중리12길 17,경상북도 칠곡군 석적읍 중리 150번지 6호  ,88.42,054-971-8999,-,한식,일반음식점
983,일반음식점,38812,시골생막창,장영혜,경상북도 칠곡군 석적읍 북중리11길 15,경상북도 칠곡군 석적읍 중리 152번지 6호  ,129.22,054-977-0150,-,식육(숯불구이),일반음식점
984,일반음식점,38812,서울뚝배기,장철환,경상북도 칠곡군 석적읍 북중리11길 15,경상북도 칠곡군 석적읍 중리 152번지 6호  ,63.9,054-971-3525,-,탕류(보신용),일반음식점
985,일반음식점,38819,본죽 왜관점,안정현,경상북도 칠곡군 왜관읍 중앙로 189-1,경상북도 칠곡군 왜관읍 왜관리 230번지 18호 외 1필지 ,60.8,054-973-6288,-,한식,일반음식점
986,일반음식점,38826,금산삼계탕,이옥선,경상북도 칠곡군 왜관읍 공단로 301-17,경상북도 칠곡군 왜관읍 금산리 20번지 2호  ,108.0,054-971-1330,-,분식,일반음식점
987,일반음식점,38835,하늘채,황지연,경상북도 칠곡군 왜관읍 전원2길 10,경상북도 칠곡군 왜관읍 왜관리 775번지 8호  ,119.48,054-974-5233,-,탕류(보신용),일반음식점
988,일반음식점,38835,건강한밥상,이미예,경상북도 칠곡군 북삼읍 금오대로 279,경상북도 칠곡군 북삼읍 인평리 1077번지 15호  ,136.8,054-977-0017,-,한식,일반음식점
989,일반음식점,38838,삼성각,이성호,"경상북도 칠곡군 왜관읍 구상길 180-1, 101동 (삼성아파트상가동)",경상북도 칠곡군 왜관읍 왜관리 780번지 33호 삼성아파트상가동 101호,55.44,054-971-4240,-,중국식,일반음식점
990,일반음식점,38838,오파진닭,이재만,경상북도 칠곡군 동명면 동명팔거천2길 3,경상북도 칠곡군 동명면 금암리 276번지 1호  ,51.73,054-976-0311,-,한식,일반음식점
991,일반음식점,38838,먹방골,손선화,경상북도 칠곡군 북삼읍 북삼로8길 2,경상북도 칠곡군 북삼읍 인평리 658번지 6호  ,165.3,054-972-9995,-,식육(숯불구이),일반음식점
992,일반음식점,38841,이가수타짬뽕,이철희,경상북도 칠곡군 약목면 칠곡대로 646,경상북도 칠곡군 약목면 복성리 153번지  ,147.94,054-971-8979,-,한식,일반음식점
993,일반음식점,38846,말복포차,김신규,경상북도 칠곡군 석적읍 북중리11길 10,경상북도 칠곡군 석적읍 중리 201번지 11호  ,45.0,054-977-3113,-,한식,일반음식점
994,일반음식점,38847,나비드,박귀수,"경상북도 칠곡군 왜관읍 중앙로 124-8, 125동 107호",경상북도 칠곡군 왜관읍 왜관리 774번지  125동 107호,32.0,054-973-9981,-,한식,일반음식점
995,일반음식점,38863,태정식당,이정문,경상북도 칠곡군 석적읍 동중리1길 3,경상북도 칠곡군 석적읍 중리 192번지 5호  ,44.52,054-977-9969,-,탕류(보신용),일반음식점
996,일반음식점,38866,손국수기사식당,이희성,"경상북도 칠곡군 가산면 경북대로 1489, 나동",경상북도 칠곡군 가산면 천평리 326번지  나동 ,55.55,054-976-3732,-,분식,일반음식점
997,일반음식점,38867,진참치석적점,임상길,경상북도 칠곡군 석적읍 북중리10길 16,경상북도 칠곡군 석적읍 중리 152번지 7호  ,122.91,054-976-1351,-,일식,일반음식점
998,일반음식점,38870,니캉네캉,최보향,"경상북도 칠곡군 약목면 관호8길 28-20, 111동 104호 (삼주강변타운상가동)",경상북도 칠곡군 약목면 관호리 952번지 삼주강변타운상가동 111동 104호,22.05,054-975-8076,-,분식,일반음식점
999,일반음식점,38876,우리콩사랑,노금연,경상북도 칠곡군 동명면 한티로 595,경상북도 칠곡군 동명면 기성리 217번지 4호  ,46.2,054-975-9089,-,한식,일반음식점
1000,일반음식점,38881,본죽 석적점,임도훈,경상북도 칠곡군 석적읍 유학로 3,경상북도 칠곡군 석적읍 중리 86번지 12호  ,61.75,054-977-6277,-,한식,일반음식점
1001,일반음식점,38895,조폭구이,심지민,경상북도 칠곡군 북삼읍 금오대로2길 29,경상북도 칠곡군 북삼읍 인평리 1099번지 9호  ,214.38,054-973-3323,-,중국식,일반음식점
1002,일반음식점,38904,한누네불족발불닭발,한광수,경상북도 칠곡군 왜관읍 자조1길 32,경상북도 칠곡군 왜관읍 왜관리 788번지 43호  ,59.06,054-976-9769,-,한식,일반음식점
1003,일반음식점,38910,팔공산이재욱호박오리,나재승,경상북도 칠곡군 동명면 한티로 496,경상북도 칠곡군 동명면 기성리 1005번지 3호  ,324.0,054-975-4822,-,한식,일반음식점
1004,일반음식점,38912,큰사발식당,배정열,경상북도 칠곡군 북삼읍 북삼로 30,경상북도 칠곡군 북삼읍 인평리 160번지 2호  ,72.55,054-975-2444,-,한식,일반음식점
1005,일반음식점,38919,임가네해물촌왜관점,김진동,경상북도 칠곡군 왜관읍 전원3길 10,경상북도 칠곡군 왜관읍 왜관리 777번지 166호  ,329.3,054-973-9933,-,한식,일반음식점
1006,일반음식점,38925,여기가김치찜집이다,김정주,경상북도 칠곡군 왜관읍 군청2길 9,경상북도 칠곡군 왜관읍 왜관리 174번지 2호  ,54.32,054-977-9443,-,탕류(보신용),일반음식점
1007,일반음식점,38933,하늘땅,민정식,경상북도 칠곡군 왜관읍 석전로15길 13,경상북도 칠곡군 왜관읍 석전리 451번지 3호  ,160.93,,-,경양식,일반음식점
1008,일반음식점,38933,대갈장군숯불,김대임,경상북도 칠곡군 왜관읍 전원3길 6,경상북도 칠곡군 왜관읍 왜관리 777번지 131호  ,131.9,054-975-3328,-,한식,일반음식점
1009,일반음식점,38938,제일순대,전숙이,경상북도 칠곡군 석적읍 유학로 6 (A동),경상북도 칠곡군 석적읍 중리 87번지 2호 A동 ,68.15,054-977-9393,-,한식,일반음식점
1010,일반음식점,38945,백리향,장경숙,경상북도 칠곡군 석적읍 유학로 59,경상북도 칠곡군 석적읍 중리 223번지 4호  ,104.86,054-973-7202,-,식육(숯불구이),일반음식점
1011,일반음식점,38946,하늘과소나무,김은주,경상북도 칠곡군 동명면 남원로 427,경상북도 칠곡군 동명면 남원리 317번지 5호  ,197.66,054-974-5295,-,한식,일반음식점
1012,일반음식점,38951,가림원,정성진,경상북도 칠곡군 동명면 남원로 356,경상북도 칠곡군 동명면 남원리 1072번지 2호  ,72.45,,-,한식,일반음식점
1013,일반음식점,38959,BBQ왜관점,김기용,경상북도 칠곡군 왜관읍 구상길 197,경상북도 칠곡군 왜관읍 왜관리 785번지 80호  ,24.36,054-973-6665,-,통닭(치킨),일반음식점
1014,일반음식점,38959,옛날산골두마리통닭,김정순,경상북도 칠곡군 북삼읍 북삼로 32,경상북도 칠곡군 북삼읍 인평리 129번지 2호  ,90.6,054-972-4567,-,회집,일반음식점
1015,일반음식점,38961,백가네김치찜본점,백만성,경상북도 칠곡군 석적읍 유학로 65,경상북도 칠곡군 석적읍 중리 222번지 7호  ,212.85,054-977-7097,-,한식,일반음식점
1016,일반음식점,38965,먹보쌈밥,남현주,"경상북도 칠곡군 석적읍 유학로 73, 가동",경상북도 칠곡군 석적읍 중리 222번지 5호  가동 ,214.84,054-971-5777,-,한식,일반음식점
1017,일반음식점,38978,팔도막창,김말숙,경상북도 칠곡군 북삼읍 금오대로6길 30-1,경상북도 칠곡군 북삼읍 인평리 1099번지 6호  ,52.98,054-975-4346,-,식육(숯불구이),일반음식점
1018,일반음식점,38986,과수원식당,김태철,경상북도 칠곡군 약목면 교8길 59-3,경상북도 칠곡군 약목면 교리 506번지 3호 외 1필지 ,48.16,054-977-5250,-,분식,일반음식점
1019,일반음식점,38987,안박사면옥북삼오태점,진윤섭,경상북도 칠곡군 북삼읍 북삼로 103,경상북도 칠곡군 북삼읍 인평리 670번지 18호  ,101.76,054-972-6668,-,한식,일반음식점
1020,일반음식점,39001,신돈,김옥이,경상북도 칠곡군 북삼읍 금오대로2길 32-1,경상북도 칠곡군 북삼읍 인평리 1040번지 4호  ,179.34,054-973-2555,-,탕류(보신용),일반음식점
1021,일반음식점,39002,국내산생삼겹무한리필,신명숙,경상북도 칠곡군 약목면 금오대로 11,경상북도 칠곡군 약목면 복성리 433번지  ,294.19,054-975-3801,-,한식,일반음식점
1022,일반음식점,39003,돈&우궤짝식당,최종희,경상북도 칠곡군 약목면 약목로 96-5,경상북도 칠곡군 약목면 복성리 847번지 20호 외 1필지 ,240.88,054-972-5662,-,식육(숯불구이),일반음식점
1023,일반음식점,39007,멕시칸치킨,백영자,"경상북도 칠곡군 북삼읍 금오대로6길 7, A동 11호 (북삼상가)",경상북도 칠곡군 북삼읍 인평리 1089번지 4호 북삼상가 A동 11호,19.55,054-979-5000,-,통닭(치킨),일반음식점
1024,일반음식점,39014,피쉬앤그릴 석적점,박기영,경상북도 칠곡군 석적읍 북중리12길 12,경상북도 칠곡군 석적읍 중리 203번지 8호  ,128.05,054-977-7373,-,호프/통닭,일반음식점
1025,일반음식점,39020,쌍돛대회타운,천은영,"경상북도 칠곡군 석적읍 유학로 71, 나동",경상북도 칠곡군 석적읍 중리 222번지 5호  나동 ,196.46,054-971-9959,-,회집,일반음식점
1026,일반음식점,39021,성산참숯구이,김영희,경상북도 칠곡군 왜관읍 석전로8길 15,경상북도 칠곡군 왜관읍 석전리 547번지 4호  ,185.02,054-977-0071,-,식육(숯불구이),일반음식점
1027,일반음식점,39024,크레이지덕 북삼오태점,김현주,경상북도 칠곡군 북삼읍 금오대로10길 23-3,경상북도 칠곡군 북삼읍 인평리 1031번지 6호  ,73.33,,-,한식,일반음식점
1028,일반음식점,39028,이화청국장 기사식당,길명숙,경상북도 칠곡군 가산면 송신로 40,경상북도 칠곡군 가산면 천평리 19번지 8호  ,124.03,054-971-3637,-,한식,일반음식점
1029,일반음식점,39034,양지8길,박소연,경상북도 칠곡군 동명면 양지길 8,경상북도 칠곡군 동명면 구덕리 373번지  ,104.65,054-976-2357,-,한식,일반음식점
1030,일반음식점,39050,힐즈농원,박잠수,경상북도 칠곡군 석적읍 호국로 848-17,경상북도 칠곡군 석적읍 도개리 740번지 1호  ,135.0,054-975-8703,-,한식,일반음식점
1031,일반음식점,39065,119불닭발,정성은,경상북도 칠곡군 석적읍 북중리12길 18,경상북도 칠곡군 석적읍 중리 142번지 6호  ,46.46,054-977-7798,-,통닭(치킨),일반음식점
1032,일반음식점,39070,스모프치킨 가산점,김미영,경상북도 칠곡군 가산면 경북대로 1330,경상북도 칠곡군 가산면 금화리 179번지 3호  ,35.05,054-971-3443,-,통닭(치킨),일반음식점
1033,일반음식점,39071,선녀와나무꾼,박미자,경상북도 칠곡군 북삼읍 금오대로8길 6-1,경상북도 칠곡군 북삼읍 인평리 1089번지 1호  ,58.72,054-972-5010,-,식육(숯불구이),일반음식점
1034,일반음식점,39080,장금이한정식,윤경숙,경상북도 칠곡군 석적읍 북중리3길 8,경상북도 칠곡군 석적읍 중리 137번지 13호  ,165.1,054-977-7668,-,한식,일반음식점
1035,일반음식점,39086,촌당돼지굴국밥,김규정,경상북도 칠곡군 석적읍 유학로 73,경상북도 칠곡군 석적읍 중리 222번지 5호  가동 ,129.36,054-971-9393,-,식육(숯불구이),일반음식점
1036,일반음식점,39094,호식이두마리치킨중리점,김찬구,경상북도 칠곡군 석적읍 북중리4길 30,경상북도 칠곡군 석적읍 중리 154번지 8호  ,37.6,054-976-9980,-,통닭(치킨),일반음식점
1037,일반음식점,39098,꼬꼬바베큐,신계순,경상북도 칠곡군 왜관읍 중앙로 68,경상북도 칠곡군 왜관읍 왜관리 789번지 157호  ,123.84,054-972-9232,-,통닭(치킨),일반음식점
1038,일반음식점,39101,붐비네 해장국 금계찜닭,배진숙,경상북도 칠곡군 북삼읍 금오대로10길 23-8,경상북도 칠곡군 북삼읍 인평리 1031번지 11호  ,73.33,054-975-7225,-,한식,일반음식점
1039,일반음식점,39106,드림분식,박선화,경상북도 칠곡군 왜관읍 중앙로 101,경상북도 칠곡군 왜관읍 왜관리 777번지 29호 외 1필지 ,19.8,054-976-2966,-,분식,일반음식점
1040,일반음식점,39115,가마골,강연옥,경상북도 칠곡군 왜관읍 2산업단지4길 2,경상북도 칠곡군 왜관읍 낙산리 695번지 1호  ,107.67,054-977-3372,-,한식,일반음식점
1041,일반음식점,39120,해롱이두마리치킨왜관점,최말숙,경상북도 칠곡군 왜관읍 전원3길 16-3,경상북도 칠곡군 왜관읍 왜관리 768번지 20호  ,86.35,054-972-9280,-,통닭(치킨),일반음식점
1042,일반음식점,39125,플젠호프,장윤주,"경상북도 칠곡군 석적읍 유학로 69, 나동",경상북도 칠곡군 석적읍 중리 222번지 5호  나동 ,115.4,054-977-9791,-,호프/통닭,일반음식점
1043,일반음식점,39127,죽이야기석적점,장종현,경상북도 칠곡군 석적읍 유학로 36,경상북도 칠곡군 석적읍 중리 203번지 1호  ,44.0,,-,기타,일반음식점
1044,일반음식점,39127,장군성,허종수,경상북도 칠곡군 왜관읍 평장4길 13,경상북도 칠곡군 왜관읍 왜관리 376번지 3호  ,66.08,054-973-6360,-,중국식,일반음식점
1045,일반음식점,39141,마음이머무는집,김기연,경상북도 칠곡군 동명면 한티로 492,경상북도 칠곡군 동명면 기성리 1006번지  ,71.72,,-,한식,일반음식점
1046,일반음식점,39146,야베스푸드,이남연,경상북도 칠곡군 약목면 교8길 17,경상북도 칠곡군 약목면 교리 509번지 14호  ,33.6,054-975-5470,-,분식,일반음식점
1047,일반음식점,39149,원낙골추어탕,최무출,경상북도 칠곡군 왜관읍 군청4길 16,경상북도 칠곡군 왜관읍 석전리 779번지  ,99.46,054-977-0549,-,한식,일반음식점
1048,일반음식점,39160,박샘민속촌,이쌍남,경상북도 칠곡군 북삼읍 인강9길 42-3,경상북도 칠곡군 북삼읍 인평리 1057번지 6호  ,35.27,054-972-8388,-,한식,일반음식점
1049,일반음식점,39170,일품한식,김태옥,경상북도 칠곡군 석적읍 북중리4길 43,경상북도 칠곡군 석적읍 중리 140번지 4호  ,26.6,054-977-7888,-,분식,일반음식점
1050,일반음식점,39171,미림성,민위순,경상북도 칠곡군 지천면 신동로 147,경상북도 칠곡군 지천면 신리 409번지 2호  ,38.63,054-971-4234,-,중국식,일반음식점
1051,일반음식점,39171,지상낙원황토오리구이원조,손병철,경상북도 칠곡군 동명면 득명2길 13,경상북도 칠곡군 동명면 득명리 182번지  ,169.29,054-975-6644,-,한식,일반음식점
1052,일반음식점,39175,싱싱회타운,정용우,경상북도 칠곡군 북삼읍 금오대로10길 21,경상북도 칠곡군 북삼읍 인평리 1031번지 5호  ,62.86,054-974-7119,-,회집,일반음식점
