업종명,업소명,소재지,소재지전화
일반음식점,중앙정육한우마을,경상북도 문경시 가은읍 대야로 2495,054-571-6049
일반음식점,황금쭈꾸미,경상북도 문경시 매봉로 50 (모전동),054-553-9600
일반음식점,청솔호프,"경상북도 문경시 신흥시장길 19 (흥덕동,신흥시장 상가 다동 103호)",054-555-0668
일반음식점,주원명가,경상북도 문경시 모전로 148 (모전동),054-555-5330
일반음식점,(주)문경레저타운,경상북도 문경시 마성면 문경골프장길 240,054-550-5042
일반음식점,멕시카나 문경마성점,경상북도 문경시 마성면 마성길 86,054-571-3378
일반음식점,자연산매운탕,경상북도 문경시 영강공원길 19 (흥덕동),054-555-1998
일반음식점,진남식당,경상북도 문경시 마성면 진남1길 177-6,054-552-1050
일반음식점,성진매점,경상북도 문경시 중앙로 212 (흥덕동),054-000-0000
일반음식점,스모,경상북도 문경시 당교로 199 (모전동),054-000-0000
일반음식점,효주포차,경상북도 문경시 신흥3길 6-3 (흥덕동),054-553-2126
일반음식점,땅땅치킨,경상북도 문경시 매봉2길 30 (모전동),054-552-9282
일반음식점,우곡식당,경상북도 문경시 산북면 도치동2길 2,054-552-0617
일반음식점,팔도국밥,경상북도 문경시 신기3길 23 (신기동),054-000-0000
일반음식점,도장골,경상북도 문경시 당교6길 10 (모전동),054-552-9292
일반음식점,길손 소주방,경상북도 문경시 중앙1길 12 (점촌동),054-000-0000
일반음식점,다담,경상북도 문경시 모전4길 9 (모전동),054-553-0008
일반음식점,왕벌순대국밥,경상북도 문경시 매봉2길 20 (모전동),054-555-1298
일반음식점,에덴의동쪽,경상북도 문경시 반쟁이2길 19 (모전동),054-554-2001
일반음식점,늘풍,경상북도 문경시 중앙6길 17 (점촌동),054-553-7337
일반음식점,울릉 손순대,경상북도 문경시 중앙로 20 (모전동),054-555-0852
일반음식점,다미칼국수,경상북도 문경시 문경읍 온천5길 1,054-572-0023
일반음식점,영순닭집,경상북도 문경시 중앙시장길 30-7 (점촌동),054-552-1927
일반음식점,시장닭집,경상북도 문경시 중앙시장길 28 (점촌동),054-553-1902
일반음식점,문경약돌한우타운,경상북도 문경시 문경읍 문경대로 2426,054-572-2655
일반음식점,새마을닭집,경상북도 문경시 중앙시장길 30-6 (점촌동),054-552-1304
일반음식점,앵두나무 우물가에,경상북도 문경시 상신로 7 (점촌동),054-555-3474
일반음식점,초당 동치미 막국수,경상북도 문경시 매봉6길 8-9 (모전동),054-554-0990
일반음식점,본죽시청점,경상북도 문경시 매봉4길 25 (모전동),054-556-6288
일반음식점,용구비어,경상북도 문경시 매봉2길 31 (모전동),054-552-5225
일반음식점,장원분식,경상북도 문경시 남부4길 13 (모전동),054-555-5265
일반음식점,시인과농부,경상북도 문경시 매봉4길 16 (모전동),054-555-6161
일반음식점,섬마실,경상북도 문경시 돈달로 207 (흥덕동),054-000-0000
일반음식점,칼국수 마당,경상북도 문경시 점촌2길 23-1 (점촌동),054-000-0000
일반음식점,놀부보쌈족발 놀부부대찌개,경상북도 문경시 모전로 107 (모전동),054-552-7892
일반음식점,부엉이,경상북도 문경시 문경읍 주흘1길 16,054-572-1047
일반음식점,송원칼국수,경상북도 문경시 돈달로 180 (흥덕동),054-555-8896
일반음식점,한마당생막창,경상북도 문경시 운동장로 5 (모전동),054-000-0000
일반음식점,단골곱창,경상북도 문경시 매봉3길 3 (모전동),054-556-6932
일반음식점,양반촌,경상북도 문경시 반쟁이길 13 (모전동),054-552-8887
일반음식점,김해본가뒷고기,경상북도 문경시 반쟁이1길 6 (모전동),054-552-7080
일반음식점,시장식육식당,경상북도 문경시 가은읍 가은4길 5,054-000-0000
일반음식점,주문진해물찜,경상북도 문경시 신흥1길 13 (흥덕동),054-555-8835
일반음식점,참숯불구이,경상북도 문경시 신흥로 139 (점촌동),054-000-0000
일반음식점,순애분식,경상북도 문경시 흥덕로 12 (흥덕동),054-000-0000
일반음식점,돌고래 손짜장,경상북도 문경시 문경읍 온천3길 11,054-572-0566
일반음식점,착한고기,경상북도 문경시 점촌7길 11 (점촌동),054-556-7200
일반음식점,모퉁이밥집,경상북도 문경시 문경읍 여우목로 41,070-8924-8039
일반음식점,무한장소문경점,경상북도 문경시 운동장로 3 (모전동),054-556-8520
일반음식점,새마을실내포차,경상북도 문경시 신흥로 136 (점촌동),054-553-1265
일반음식점,문경회수사,경상북도 문경시 시청2길 16-8 (모전동),054-000-0000
일반음식점,대왕맛순대,경상북도 문경시 새동네1길 7 (모전동),054-554-7989
일반음식점,피자마루,경상북도 문경시 매봉4길 15 (모전동),054-554-8800
일반음식점,애리,경상북도 문경시 호계면 막곡장터길 6,054-555-8181
일반음식점,착한밥집,경상북도 문경시 마성면 마성공단길 103,054-000-0000
일반음식점,옛날문경통닭,경상북도 문경시 새동네길 19 (모전동),054-553-0066
일반음식점,대나무식당,경상북도 문경시 중앙로 118-6 (점촌동),054-553-6840
일반음식점,"멕시카나점촌점,곤지암소머리국밥",경상북도 문경시 영신로 20 (점촌동),054-000-0000
일반음식점,(주)모음,경상북도 문경시 중부내륙고속도로 174 (유곡동),054-554-1610
일반음식점,경미순대 문경점,경상북도 문경시 문경읍 온천3길 5,054-571-3300
일반음식점,농암국밥전문,"경상북도 문경시 농암면 한우물길 3, 1층",054-000-0000
일반음식점,치돈,경상북도 문경시 매봉2길 25-14 (모전동),054-554-3335
일반음식점,백년갈비,경상북도 문경시 문경읍 온천강변2길 46,054-571-8592
일반음식점,바닐바닐,경상북도 문경시 점촌5길 3-5 (점촌동),054-000-0000
일반음식점,아리조나막창,경상북도 문경시 매봉2길 19-20 (모전동),054-553-1029
일반음식점,올갱이식당,경상북도 문경시 중앙6길 32 (점촌동),054-000-0000
일반음식점,에스빠,"경상북도 문경시 중앙8길 14 (점촌동,2층)",054-553-0065
일반음식점,모전동 명품칼국수,경상북도 문경시 당교3길 2 (모전동),054-552-8127
일반음식점,한국관,경상북도 문경시 마성면 봉명길 5,054-572-5050
일반음식점,장수촌,경상북도 문경시 문경읍 주흘로 27,054-572-2229
일반음식점,관문성,경상북도 문경시 문경읍 온천6길 2,054-572-1333
일반음식점,온천암소갈비,경상북도 문경시 문경읍 온천8길 10,054-000-0000
일반음식점,길가,경상북도 문경시 마성면 마성길 51,054-572-3882
일반음식점,산양바다회센타,"경상북도 문경시 산양면 불암3길 4 (,36호)",054-552-8566
일반음식점,미가디딤정,경상북도 문경시 문경읍 여우목로 7,054-571-5577
일반음식점,수련식당,경상북도 문경시 동로면 노은1길 44-2,054-554-2321
일반음식점,교연원앙폐백 연구원,경상북도 문경시 중앙시장1길 4-25 (점촌동),054-555-7171
일반음식점,대야산(옻닭),경상북도 문경시 가은읍 대야로 2529,054-571-8712
일반음식점,동궁찜닭,경상북도 문경시 당교로 234 (모전동),054-554-4455
일반음식점,김밥천국,경상북도 문경시 반쟁이3길 9 (모전동),054-554-7882
일반음식점,문경진면옥,경상북도 문경시 중앙로 247 (흥덕동),054-553-3692
일반음식점,처갓집 양념치킨,경상북도 문경시 남부1길 4 (모전동),054-552-5882
일반음식점,패밀리,경상북도 문경시 중앙6길 11 (점촌동),054-554-7077
일반음식점,대학로 야식.김태주 선산곱창,경상북도 문경시 당교1길 15-4 (모전동),054-000-0000
일반음식점,멕시카나문경점,경상북도 문경시 문경읍 온천1길 2,054-571-4310
일반음식점,올래김밥,경상북도 문경시 흥덕로 2 (흥덕동),054-554-9979
일반음식점,고가네생막창,경상북도 문경시 모전로 60 (모전동),054-553-6100
일반음식점,모전 숯불 아나고,경상북도 문경시 매봉2길 11-1 (모전동),054-552-2092
일반음식점,가두리횟집,경상북도 문경시 반쟁이2길 22 (모전동),054-553-3556
일반음식점,맘스터치치킨 문경점,경상북도 문경시 매봉2길 9 (모전동),054-556-0608
일반음식점,고구려,경상북도 문경시 매봉7길 15-5 (모전동),054-555-8998
일반음식점,투다리 점촌 모전점,경상북도 문경시 매봉4길 13 (모전동),054-552-0006
일반음식점,이가네 생고기,경상북도 문경시 점촌7길 8 (점촌동),054-552-3400
일반음식점,한중양꼬치 모전점,경상북도 문경시 매봉2길 20 (모전동),054-553-9220
일반음식점,다우리 복집,경상북도 문경시 매봉3길 13 (모전동),054-000-0000
일반음식점,외갓댁참맛사랑,경상북도 문경시 중앙로 229-3 (흥덕동),054-556-3562
일반음식점,써니스테이,경상북도 문경시 마성면 진남1길 177-9,054-555-2211
일반음식점,송담추어탕점촌점,경상북도 문경시 돈달로 12 (모전동),054-553-9969
일반음식점,봉구스밥버거 문경모전점,경상북도 문경시 매봉4길 15 (모전동),054-556-5559
일반음식점,푸른순대,경상북도 문경시 돈달로 207 (흥덕동),054-000-0000
일반음식점,대가왕족발,경상북도 문경시 중앙6길 18 (점촌동),054-554-3355
일반음식점,헛띠기네,경상북도 문경시 가은읍 양산개6길 6,054-572-0988
일반음식점,파스타부오노(문경점),경상북도 문경시 시청1길 20-1 (모전동),054-554-1231
일반음식점,한돈참숯꼬기,경상북도 문경시 매봉로 25 (모전동),054-555-0228
일반음식점,미소감자탕,경상북도 문경시 문경읍 온천8길 16,054-571-7880
일반음식점,특미로,경상북도 문경시 매봉6길 4-15 (모전동),054-554-9797
일반음식점,목련가든,경상북도 문경시 문경읍 새재2길 31,054-572-1940
일반음식점,쌍용민박식당,경상북도 문경시 농암면 서재로 909-6,054-571-5289
일반음식점,바다회집,경상북도 문경시 문경읍 온천3길 10-15,054-572-0181
일반음식점,경북제일추어탕,경상북도 문경시 매봉로 56-1 (모전동),054-554-3066
일반음식점,전주식당,경상북도 문경시 마성면 봉명길 5,054-000-0000
일반음식점,초이스,경상북도 문경시 중앙6길 26 (점촌동),054-555-4466
일반음식점,용화루,경상북도 문경시 중앙10길 5 (흥덕동),054-554-5932
일반음식점,이여교(爾汝交),경상북도 문경시 운동장로 23 (모전동),054-000-0000
일반음식점,초콜렛 카페,경상북도 문경시 문경읍 우무실길 21,054-000-0000
일반음식점,돈벼락,경상북도 문경시 매봉6길 3-6 (모전동),054-555-5353
일반음식점,(주)문경레저타운 문경새재 리조트,경상북도 문경시 문경읍 웰빙타운길 7-12,054-550-5000
일반음식점,락빈칼국수,경상북도 문경시 운동장로 23 (모전동),054-000-0000
일반음식점,포레스트,경상북도 문경시 반쟁이3길 32 (모전동),054-552-2277
일반음식점,핫마늘치킨,"경상북도 문경시 가은읍 대야로 2464-1, 1층",054-000-0000
일반음식점,잔치집뷔페,경상북도 문경시 매봉로 33-1 (모전동),054-553-5357
일반음식점,능이골,경상북도 문경시 여고길 7 (모전동),054-553-0932
일반음식점,조선옥,경상북도 문경시 중앙6길 26 (점촌동),054-555-7079
일반음식점,마성식당,경상북도 문경시 마성면 문경대로 1764,054-572-3963
일반음식점,루비빠,경상북도 문경시 매봉3길 27 (모전동),054-000-0000
일반음식점,나대민,경상북도 문경시 매봉1길 71 (모전동),054-554-5009
일반음식점,채가네들깨국수,경상북도 문경시 문경읍 온천3길 10-16,054-571-8881
일반음식점,배복카페,경상북도 문경시 신흥3길 4 (흥덕동),054-552-0062
일반음식점,배달횟집,경상북도 문경시 모전로 118 (모전동),054-553-8919
일반음식점,신비식당,경상북도 문경시 가은읍 대야로 2502,054-571-0328
일반음식점,두메순대,경상북도 문경시 유곡불정로 25 (유곡동),054-553-0661
일반음식점,오렌지,경상북도 문경시 문경읍 온천2길 17,070-4963-4447
일반음식점,장수한방 보양탕,경상북도 문경시 신흥로 144-1 (점촌동),054-554-0885
일반음식점,카페어울림,경상북도 문경시 문경읍 온천8길 16,054-571-5621
일반음식점,석쇠명가,경상북도 문경시 점촌1길 10 (점촌동),054-555-4384
일반음식점,영강송어회,경상북도 문경시 깃골길 33 (흥덕동),054-552-6060
일반음식점,짱만두,경상북도 문경시 호서로 3-1 (점촌동),054-000-0000
일반음식점,꼬꼬발,경상북도 문경시 점촌로 11-1 (점촌동),054-000-0000
일반음식점,장터소머리국밥,경상북도 문경시 문경읍 문희로 48,054-571-1263
일반음식점,복순네칼국수,경상북도 문경시 남부2길 7 (모전동),054-553-7033
일반음식점,모싯골 맛집,경상북도 문경시 문경읍 새재로 912-1,054-571-3311
일반음식점,수정식당,경상북도 문경시 중앙시장길 16 (점촌동),054-000-0000
일반음식점,꾸워,경상북도 문경시 매봉2길 10 (모전동),054-554-9253
일반음식점,피자나라치킨 공주,경상북도 문경시 중앙로 70 (점촌동),054-000-0000
일반음식점,오리궁디,경상북도 문경시 매봉로 69-5 (모전동),054-000-0000
일반음식점,호프타운,경상북도 문경시 문경읍 문희로 45-1,054-000-0000
일반음식점,문경새재아리랑,경상북도 문경시 매봉로 54 (모전동),054-554-9987
일반음식점,새마을포차,경상북도 문경시 신흥로 146 (점촌동),054-000-0000
일반음식점,삼거리 사골 순대국,경상북도 문경시 문경읍 새재로 437,054-000-0000
일반음식점,무한도전 무한리필,경상북도 문경시 매봉로 21 (모전동),054-553-7892
일반음식점,미소야,경상북도 문경시 당교로 230-1 (모전동),054-552-5519
일반음식점,썸,경상북도 문경시 반쟁이3길 6 (모전동),054-554-7474
일반음식점,새재의추억,경상북도 문경시 문경읍 새재1길 56-1,054-571-9940
일반음식점,고목나무집,경상북도 문경시 영순면 금림길 56,054-555-2318
일반음식점,허당 훗 떡볶이,경상북도 문경시 점촌로 33 (점촌동),054-555-5567
일반음식점,시골참순대,경상북도 문경시 가은읍 대야로 2452,054-000-0000
일반음식점,이둔펜션 카페칼디,경상북도 문경시 문경읍 활공장길 115,054-572-3340
일반음식점,문경화덕족발보쌈&밀면,경상북도 문경시 매봉로 8 (모전동),054-552-9205
일반음식점,윤이네식당,경상북도 문경시 중앙5길 18-3 (점촌동),054-000-0000
일반음식점,오봉도시락,경상북도 문경시 여중2길 3 (모전동),054-554-2882
일반음식점,국&밥,경상북도 문경시 신흥1길 19 (흥덕동),054-000-0000
일반음식점,마당넓은집,경상북도 문경시 호서로 61 (점촌동),054-554-8778
일반음식점,고수찜닭,경상북도 문경시 시청1길 19 (모전동),054-000-0000
일반음식점,김용별천지,경상북도 문경시 산북면 김용길 203-17,054-553-2211
일반음식점,태봉은혜식당,경상북도 문경시 호계면 태봉1길 79-6,054-000-0000
일반음식점,양산천 마을,경상북도 문경시 가은읍 대야로 2379-48,054-572-3388
일반음식점,비어스토리,경상북도 문경시 매봉로 11 (모전동),054-556-5959
일반음식점,청주식당,경상북도 문경시 산양면 산양로 111-3,054-553-8982
일반음식점,춘천화로숯불닭갈비,경상북도 문경시 반쟁이2길 13 (모전동),054-553-1116
일반음식점,썸비어,경상북도 문경시 매봉2길 26 (모전동),054-556-9282
일반음식점,우정식당,경상북도 문경시 중앙6길 43 (점촌동),054-000-0000
일반음식점,문경막창,경상북도 문경시 매봉2길 16 (모전동),054-553-0592
일반음식점,남선가든,경상북도 문경시 가은읍 작약로 576,054-571-6663
일반음식점,태형고기마을,경상북도 문경시 문경읍 여우목로 2,054-571-3699
일반음식점,오븐에꾸운닭,경상북도 문경시 중앙8길 15 (점촌동),054-555-5992
일반음식점,교촌치킨점촌점,경상북도 문경시 당교로 212 (모전동),054-556-8582
일반음식점,착한 보리밥,경상북도 문경시 당교3길 42 (모전동),054-555-2456
일반음식점,만식이짬뽕,경상북도 문경시 모전6길 27 (모전동),054-000-0000
일반음식점,연화카페,경상북도 문경시 중앙8길 8 (점촌동),054-552-6555
일반음식점,요기요,경상북도 문경시 시청1길 19 (모전동),054-000-0000
일반음식점,검정고무신,경상북도 문경시 중앙로 204 (흥덕동),054-553-7755
일반음식점,문경장례식장,경상북도 문경시 산양면 서당마길 7-5,054-555-7000
일반음식점,아자개장터깨방정,경상북도 문경시 가은읍 가은3길 17,054-571-0335
일반음식점,이게닭발이다,경상북도 문경시 매봉6길 14-8 (모전동),054-000-0000
일반음식점,천금식치킨,경상북도 문경시 신기3길 16 (신기동),054-553-8795
일반음식점,고기굽는마당,경상북도 문경시 신흥로 112 (점촌동),054-553-3782
일반음식점,영순식당,경상북도 문경시 영순면 영순로 267,054-553-3868
일반음식점,대가식당,경상북도 문경시 점촌로 8-1 (점촌동),054-554-6866
일반음식점,장수추어탕 본점,경상북도 문경시 문경읍 온천8길 16,054-571-7870
일반음식점,우정식당,경상북도 문경시 문경읍 하리2길 11,054-000-0000
일반음식점,백짬뽕,경상북도 문경시 문경읍 새재로 458-3,054-571-7692
일반음식점,어바웃샤브샤브,경상북도 문경시 당교9길 4-9 (모전동),054-554-8982
일반음식점,그 곳,경상북도 문경시 중앙로 126 (점촌동),054-553-5335
일반음식점,우동라면코너,경상북도 문경시 중부내륙고속도로 174 (유곡동),054-554-1610
일반음식점,남부떡볶이,경상북도 문경시 중앙로 16 (모전동),054-000-0000
일반음식점,자금성,경상북도 문경시 마성면 문경대로 1764,054-571-6146
일반음식점,빨강머리앤,경상북도 문경시 모전로 83 (모전동),054-000-0000
일반음식점,한가득보리밥,경상북도 문경시 돈달로 207 (흥덕동),054-554-0850
일반음식점,돼지네식육식당,경상북도 문경시 문경읍 문희로 4,054-571-0018
일반음식점,카페라온,경상북도 문경시 문경읍 새재로 906-1,054-571-7898
일반음식점,나루터기,"경상북도 문경시 중앙2길 23, 1층 (점촌동)",054-000-0000
일반음식점,화통치킨 점촌1호점,경상북도 문경시 당교로 246 (모전동),054-556-2206
일반음식점,경성골,경상북도 문경시 새동네1길 9-1 (모전동),054-555-8778
일반음식점,옛날묵집,경상북도 문경시 문경읍 온천8길 4,054-571-9650
일반음식점,호식이두마리치킨 문경점,"경상북도 문경시 문경읍 문희로 44, 1층",054-572-0332
일반음식점,맛고을식육식당,경상북도 문경시 동로면 벌재장터길 9,054-554-2300
일반음식점,솔베이지,경상북도 문경시 중앙로 126 (점촌동),054-555-9434
일반음식점,고기굽자,경상북도 문경시 가은읍 대야로 2472,054-571-9918
일반음식점,한원민박식당,경상북도 문경시 마성면 진남3길 39,054-554-2021
일반음식점,순덕이손수제비,경상북도 문경시 신흥로 20 (모전동),054-000-0000
일반음식점,메밀묵과칼국수,경상북도 문경시 상신로 24 (점촌동),054-552-8416
일반음식점,별미냉면전문점,경상북도 문경시 가은읍 대야로 2469-3,054-571-6606
일반음식점,선향,경상북도 문경시 중앙10길 12 (점촌동),054-000-0000
일반음식점,해성식당,경상북도 문경시 상신로 51 (모전동),054-555-2068
일반음식점,다락골초록원,경상북도 문경시 농암면 서재로 703,054-000-0000
일반음식점,무림길에서,경상북도 문경시 영순면 무림길 98-1,054-553-9838
일반음식점,수복,경상북도 문경시 호계면 별암윗길 6,054-552-5047
일반음식점,희영이네,경상북도 문경시 마성면 은성로 1667,054-000-0000
일반음식점,공원분식,경상북도 문경시 신흥로 80-1 (점촌동),054-000-0000
일반음식점,피자헛,경상북도 문경시 모전로 61 (모전동),054-556-3388
일반음식점,맥땡,경상북도 문경시 중앙6길 14 (점촌동),054-000-0000
일반음식점,새재추어탕,경상북도 문경시 호서로 126 (흥덕동),054-000-0000
일반음식점,밥상술상,경상북도 문경시 동로면 벌재장터길 11-1,054-000-0000
일반음식점,문경애맛집 초곡관,경상북도 문경시 마성면 진남1길 179,054-000-0000
일반음식점,주호황태집,경상북도 문경시 마성면 마성길 2,054-571-3679
일반음식점,색동옛집,경상북도 문경시 호계면 태봉1길 14,054-552-6927
일반음식점,대구반야월막창 문경중앙점,경상북도 문경시 중앙로 214 (흥덕동),054-554-0889
일반음식점,한솥도시락(문경 문화의거리점),경상북도 문경시 호서로 19 (점촌동),054-554-1114
일반음식점,알콩달콩,경상북도 문경시 호계면 상무로 321,054-553-3339
일반음식점,담소원,경상북도 문경시 반쟁이길 37 (모전동),054-552-0989
일반음식점,거북정,경상북도 문경시 문경읍 여우목로 13,054-571-9799
일반음식점,(주)모음 기사식당,경상북도 문경시 중부내륙고속도로 174 (유곡동),054-000-0000
일반음식점,심가네설렁탕,경상북도 문경시 돈달로 59 (모전동),054-554-4144
일반음식점,모리화,경상북도 문경시 점촌5길 32 (점촌동),054-000-0000
일반음식점,언덕집,경상북도 문경시 영순면 영순로 159,054-554-8895
일반음식점,성진고기명가,경상북도 문경시 중앙7길 19 (점촌동),054-554-3349
일반음식점,교동막창,경상북도 문경시 중앙로 75-1 (점촌동),054-556-2770
일반음식점,24시청기와감자탕,경상북도 문경시 신흥로 165 (점촌동),054-555-3050
일반음식점,늘푸른산정,경상북도 문경시 신흥5길 9 (흥덕동),054-000-0000
일반음식점,옛고을,경상북도 문경시 문경읍 온천8길 24,054-571-9289
일반음식점,김성구의성마늘치킨,경상북도 문경시 매봉3길 11 (모전동),054-555-1533
일반음식점,냠냠푸드,"경상북도 문경시 흥덕로 7, 농협하나로마트 (흥덕동)",054-000-0000
일반음식점,점촌,경상북도 문경시 점촌5길 8 (점촌동),054-554-4321
일반음식점,솥뚜껑일번지,경상북도 문경시 운동장로 20 (모전동),054-553-9282
일반음식점,문경건강랜드,경상북도 문경시 점촌5길 11 (점촌동),054-555-8577
일반음식점,낙원식육식당,경상북도 문경시 매봉6길 9 (모전동),054-552-0034
일반음식점,착한밥상,경상북도 문경시 호서로 196 (흥덕동),054-554-0407
일반음식점,카페 더힐로드33.3,경상북도 문경시 문경읍 하푸실길 33-3,054-000-0000
일반음식점,대구왕뽈찜문경점촌점,경상북도 문경시 점촌로 34 (점촌동),054-000-0000
일반음식점,곤,경상북도 문경시 매봉2길 23-6 (모전동),054-000-0000
일반음식점,드루와,경상북도 문경시 중앙6길 7 (점촌동),054-000-0000
일반음식점,큰손,경상북도 문경시 매봉2길 23-2 (모전동),054-556-8292
일반음식점,돈까스앤스시,경상북도 문경시 중앙2길 17 (점촌동),054-556-3030
일반음식점,문경시니어클럽 한끼뚝딱,경상북도 문경시 모전3길 1 (모전동),054-556-8340
일반음식점,뽕난포차,경상북도 문경시 당교3길 58 (모전동),054-554-8870
일반음식점,물회전문,경상북도 문경시 매봉로 36 (모전동),054-000-0000
일반음식점,오!치킨,경상북도 문경시 문경읍 문희로 17-2,054-571-9293
일반음식점,미남가쯔,경상북도 문경시 시청1길 27 (모전동),054-552-9495
일반음식점,고봉민김밥점촌점,경상북도 문경시 점촌5길 8 (점촌동),054-556-9363
일반음식점,참부산어묵,경상북도 문경시 매봉로 36 (모전동),054-000-0000
일반음식점,누나홀닭문경점,경상북도 문경시 매봉6길 4-12 (모전동),054-552-9245
일반음식점,한중양꼬치,경상북도 문경시 중앙7길 9 (점촌동),054-552-8873
일반음식점,쌍용각,경상북도 문경시 매봉5길 4-3 (모전동),054-552-0103
일반음식점,수빈호프,경상북도 문경시 신흥3길 9-1 (흥덕동),054-552-9588
일반음식점,만원,"경상북도 문경시 신흥시장길 19, 다동 110호 (흥덕동, 신흥상가)",054-000-0000
일반음식점,리우,경상북도 문경시 중신기1길 8 (모전동),054-000-0000
일반음식점,제일막창,경상북도 문경시 호서로 83-2 (흥덕동),054-000-0000
일반음식점,가은에정원,경상북도 문경시 가은읍 갈전1길 154-1,054-571-5689
일반음식점,숲,경상북도 문경시 모전동 75-45,054-553-8883
일반음식점,풍년식당,경상북도 문경시 문경읍 문희로 19,054-571-5513
일반음식점,B.H.C치킨문경모전점,"경상북도 문경시 당교6길 25, 103-104호 (모전동, 코아루상가)",054-552-3999
일반음식점,미나리식당,경상북도 문경시 마성면 은성로 1330-16,054-571-8586
일반음식점,송이네밥상,경상북도 문경시 문경읍 새재로 660,054-000-0000
일반음식점,연희보쌈코다리찜,경상북도 문경시 남부4길 12-3 (모전동),054-000-0000
일반음식점,금천꼬꼬,경상북도 문경시 산북면 금천로 585,054-552-7015
일반음식점,문경포항횟집,경상북도 문경시 문경읍 주흘로 42,054-571-8847
일반음식점,복돼지,경상북도 문경시 남부1길 5-2 (모전동),054-555-2192
일반음식점,만원의 행복,경상북도 문경시 신흥3길 17 (흥덕동),054-552-1233
일반음식점,문어섬,경상북도 문경시 흥덕4길 4 (흥덕동),054-000-0000
일반음식점,또래오래치킨흥덕중앙점,경상북도 문경시 중앙10길 9 (점촌동),054-000-0000
일반음식점,황가네,경상북도 문경시 가은읍 대야로 2454,054-571-6587
일반음식점,엠(M)컨벤션웨딩뷔페,경상북도 문경시 남부3길 1 (모전동),054-000-0000
일반음식점,부부식당,경상북도 문경시 신기3길 2-3 (신기동),054-553-3988
일반음식점,세화문경약돌한우,경상북도 문경시 신흥3길 18 (흥덕동),054-553-4008
일반음식점,장승포차,경상북도 문경시 시청2길 22 (모전동),054-555-7978
일반음식점,한약에 빠진 족발,경상북도 문경시 매봉2길 23-13 (모전동),054-554-6006
일반음식점,레몬카페,경상북도 문경시 호서로 97-1 (흥덕동),054-556-0889
일반음식점,호식이두마리치킨흥덕점,경상북도 문경시 흥덕4길 29 (흥덕동),054-554-9994
일반음식점,삼미식당,경상북도 문경시 문경읍 주흘로 79,054-000-0000
일반음식점,달님이네,경상북도 문경시 신흥로 190 (점촌동),054-554-0340
일반음식점,문경관,경상북도 문경시 남부2길 6 (모전동),054-000-0000
일반음식점,명가송탄부대찌개,경상북도 문경시 당교4길 3 (모전동),054-553-1516
일반음식점,메가박스중앙(주) 문경지점,경상북도 문경시 모전로 65 (모전동),054-000-0000
일반음식점,유가네국밥,경상북도 문경시 마성면 동성길 125,054-571-4531
일반음식점,카페숨,경상북도 문경시 호계면 대학길 140-3,054-553-0201
일반음식점,장터식당,경상북도 문경시 신흥3길 6-2 (흥덕동),054-000-0000
일반음식점,티바두마리치킨,경상북도 문경시 영신로 100 (영신동),054-552-9993
일반음식점,대구왕뽈찜모전점,경상북도 문경시 모전6길 15 (모전동),054-555-4559
일반음식점,한솥도시락문경시청점,경상북도 문경시 당교로 233 (모전동),054-552-0118
일반음식점,죽이야기문경코아루점,"경상북도 문경시 당교6길 25, 105호 (모전동, 코아루상가)",054-000-0000
일반음식점,아구아구,경상북도 문경시 호계면 별암아랫길 24,054-554-7771
일반음식점,마고동천,경상북도 문경시 마성면 마성길 80,054-000-0000
일반음식점,도쿄라멘 문경시청점,경상북도 문경시 시청1길 17 (모전동),054-000-0000
일반음식점,수니메밀촌,경상북도 문경시 산양면 금천로 286,054-000-0000
일반음식점,돈사돈,경상북도 문경시 반쟁이3길 30 (모전동),054-552-8889
일반음식점,허갈닭강정&치즈닭꼬치,경상북도 문경시 점촌로 29-2 (점촌동),054-000-0000
일반음식점,동침마 순대국밥,경상북도 문경시 남산로 125 (영신동),054-000-0000
일반음식점,머거바불닭발,경상북도 문경시 중앙1길 8 (점촌동),054-554-5559
일반음식점,언니네칼국수,"경상북도 문경시 농암면 한우물길 4, 1층",054-535-1119
일반음식점,쌀밥,경상북도 문경시 중앙9길 17 (점촌동),054-000-0000
일반음식점,애마식당,경상북도 문경시 신흥1길 11-4 (흥덕동),054-000-0000
일반음식점,남부터미널식당,경상북도 문경시 모전로 56 (모전동),054-000-0000
일반음식점,칭따오,경상북도 문경시 당교6길 8 (모전동),054-556-8787
일반음식점,돈화식당,경상북도 문경시 가은읍 가은로 143-1,054-000-0000
일반음식점,송희네,경상북도 문경시 중앙2길 25 (점촌동),054-000-0000
일반음식점,덕성순대국밥,경상북도 문경시 매봉4길 29 (모전동),054-555-0733
일반음식점,이가뼈짬뽕,경상북도 문경시 산양면 산양공단1길 2,054-554-4100
일반음식점,해뜨는아침,"경상북도 문경시 점촌1길 2 (점촌동, 2층)",054-554-1733
일반음식점,성화루,경상북도 문경시 마성면 외어1길 44,054-000-0000
일반음식점,홍찜닭,경상북도 문경시 당교로 251 (모전동),054-552-9399
일반음식점,꼬꼬네닭볶음탕,경상북도 문경시 상신로 67 (모전동),054-553-9982
일반음식점,복합문화공간사이,"경상북도 문경시 중앙로 121 (점촌동, 2층)",054-000-0000
일반음식점,족발왕자,"경상북도 문경시 신흥로 160, 임춘근산부인과의원 1층 (점촌동)",054-554-5825
일반음식점,고향산천,경상북도 문경시 신흥1길 3-18 (흥덕동),054-554-1156
