연번,업소명,업종명,소재지,전화번호,비고
813,안동선계찜닭,일반음식점,경상북도 영천시 호국로 83 (야사동),054-335-0541,영업
814,경원2,일반음식점,경상북도 영천시 금호읍 대경로 1280 (외 1(교대리 74-3)),054-333-6233,영업
815,주식회사 영천장례식장,일반음식점,경상북도 영천시 한방로 35 (도동),054-332-4000,영업
816,온달육회뭉티기,일반음식점,경북 영천시 호국로 46-7,054-331-6967,영업
817,광천민물중태기매운탕,일반음식점,경상북도 영천시 상록6길 6 (야사동),054-972-1933,영업
818,소생식당,일반음식점,경상북도 영천시 청통면 청통로 501,054-336-0333,영업
819,팔옥횟집,일반음식점,"경상북도 영천시 상록2길 41, 2호 (야사동)",054-334-6022,영업
820,강남한우식육식당,일반음식점,경상북도 영천시 금호읍 금호로 119,054-331-6641,영업
821,진하콩국밥,일반음식점,경상북도 영천시 동문길 100-1 (문외동),054-331-8453,영업
822,태성숯불,일반음식점,경상북도 영천시 천문로 283 (금노동),054-337-9969,영업
823,어부야,일반음식점,경상북도 영천시 충효로 127-1 (야사동),054-331-2111,영업
824,에이스식당,일반음식점,경상북도 영천시 구읍4길 23 (완산동),054-334-4119,영업유무확인불가
825,일취월장,일반음식점,경상북도 영천시 천문로 369 (창구동),054-336-1710,영업유무확인불가
826,감나무식당,일반음식점,경상북도 영천시 대창면 금창로 692,054-336-2990,영업유무확인불가
827,약천숯불,일반음식점,경상북도 영천시 천문로 44 (도동),054-334-6925,영업유무확인불가
828,고래불해물찜,일반음식점,"경상북도 영천시 야사시장길 6 (야사동,외1필지(야사 135-13))",054-344-2787,영업
829,조옹대식당,일반음식점,경상북도 영천시 임고면 포은로 510,054-335-0903,영업
830,점심시간,일반음식점,경상북도 영천시 상아탑길 23-5 (화룡동),054-333-0222,영업
831,끼리끼리,일반음식점,경상북도 영천시 언하공단로 89 (망정동),054-336-0599,영업
832,친구야,일반음식점,"경상북도 영천시 창신1길 12, 107호 (망정동, 창신영천타운상가 )",054-332-3690,영업
833,락,일반음식점,"경상북도 영천시 시청남길 20 (문외동,(2층))",054-333-0042,영업
834,철이네 뒷고기,일반음식점,경상북도 영천시 금호읍 원제1길 12-13 ((주2) B동 1층),054-337-7355,영업
835,도원식당,일반음식점,경상북도 영천시 동문길 84 (문외동),054-335-8222,영업
836,서원식당,일반음식점,경상북도 영천시 금호읍 금호로 79 (외1필),054-333-2266,영업유무확인불가
837,태양식당,일반음식점,경상북도 영천시 금호읍 금호시장길 3,054-337-3233,영업
838,마포숯불,일반음식점,경상북도 영천시 청산2길 3 (문외동),054-336-8666,영업
839,남연허브,일반음식점,경상북도 영천시 화북면 천문로 3054,054-335-1245,영업
840,공우이엔씨(주)충성대cc[그늘집],일반음식점,경상북도 영천시 고경면 호국로 575-79,054-337-4664,영업유무확인불가
841,이천뚝배기,일반음식점,경상북도 영천시 천문로 288 (완산동),054-332-9796,영업
842,닭마을,일반음식점,경상북도 영천시 청통면 금송로 1011 ((좌측세째칸)),054-335-2323,영업
843,청정횟집,일반음식점,경상북도 영천시 충효로 65 (문외동),054-334-3553,영업
844,병천순대돼지국밥영천점,일반음식점,경상북도 영천시 호국로 208 (조교동),054-335-7776,영업
845,일미부산밀면,일반음식점,경상북도 영천시 금호읍 금호로 476,054-336-1127,영업
846,인과인,일반음식점,경상북도 영천시 금호읍 교대길 25,054-335-7054,영업
847,효사랑요양병원장례식장식당,일반음식점,경상북도 영천시 금호읍 금호로 484,054-337-4044,영업
848,삼봉식당,일반음식점,"경상북도 영천시 시장4길 52 (완산동,영천공설시장 상설점포 제2지구 91,92,95,96호)",054-332-8923,영업
849,종일분식,일반음식점,"경상북도 영천시 시장4길 52 (완산동,영천공설시장 상설점포 제3지구 67, 68호)",054-333-7111,영업유무확인불가
850,상해대반점,일반음식점,경상북도 영천시 하이브리드로 687 (본촌동),054-332-1151,영업
851,영천아이시물회전문,일반음식점,경상북도 영천시 영천아이시로 137 (본촌동),054-335-6665,영업
852,한마을 핫 돈까스,일반음식점,경상북도 영천시 화산면 장수로 1086,054-336-1788,영업
853,신선식당,일반음식점,경상북도 영천시 충효로 144 (야사동),054-335-8980,영업
854,통나무가든,일반음식점,경상북도 영천시 고경면 호국로 1027,054-332-2080,영업
855,개미식당,일반음식점,"경상북도 영천시 금호읍 금호로 101, 제1지구동 19호 (금호전통시장상설점포)",054-338-3666,영업유무확인불가
856,어탕국수(금호점),일반음식점,경상북도 영천시 금호읍 금호로 30,054-338-2625,영업유무확인불가
857,지붕위에 파닭,일반음식점,경상북도 영천시 모란1길 4-1 (야사동),054-335-7733,영업
858,덕수물회,일반음식점,경상북도 영천시 금호읍 금호로 487,054-334-9592,경북 영천시 금호읍 금호로 487 1층
859,시루와방아,일반음식점,경상북도 영천시 시청로 7 (문외동),054-334-4300,확장이전
860,주주총회,일반음식점,경상북도 영천시 완산중앙9길 6 (완산동),054-336-9837,영업
861,땅땅치킨(야사점),일반음식점,경상북도 영천시 충효로 116 (야사동),054-334-0078,영업
862,지후네잔치국수,일반음식점,경상북도 영천시 화남면 천문로 1601-1,054-337-1244,경북 영천시 화남면 삼창리 1215-1
863,금강매운탕,일반음식점,경상북도 영천시 천문로 911-1 (도림동),054-338-1929,영업
864,산수정,일반음식점,경상북도 영천시 화남면 신선로 199,054-335-8112,영업
865,청정바지락칼국수,일반음식점,경상북도 영천시 금호읍 금호로 123,054-338-6609,영업유무확인불가
866,독도회초밥,일반음식점,경상북도 영천시 천문로 343 (창구동),054-334-5182,영업유무확인불가
867,삼거리 보신원,일반음식점,경상북도 영천시 도들앞길 14-6 (도동),054-334-7859,영업
868,참숯에 확 꾸워,일반음식점,"경상북도 영천시 문화새길 25, C동 6호 (야사동,문화상가)",054-338-6267,영업유무확인불가
869,고향집(영천점),일반음식점,경상북도 영천시 망정1길 138 (망정동),054-332-4030,영업유무확인불가
870,먹쇠연탄불고기,일반음식점,경상북도 영천시 시장4길 14 (완산동),054-000-0000,영업
871,미정식당,일반음식점,경상북도 영천시 금호읍 금호시장길 14-3,054-333-3680,영업
872,불촌두마리치킨,일반음식점,경상북도 영천시 호국로 31-3 (야사동),054-331-0067,영업유무확인불가
873,소정구이,일반음식점,경상북도 영천시,054-331-9919,영업유무확인불가
874,동해회식당,일반음식점,경상북도 영천시,054-000-0000,영업유무확인불가
875,삼산생오리돌판구이,일반음식점,경상북도 영천시 삼산길 38 (문외동),054-331-5292,영업
876,주)영천장례식장,일반음식점,경상북도 영천시 오수1길 10 (오수동),054-338-4344,영업
877,정돈,일반음식점,경상북도 영천시 언하공단로 102 (망정동),054-338-7410,영업
878,보리분식,일반음식점,경상북도 영천시,054-333-2023,영업유무확인불가
879,참숯훈제보쌈,일반음식점,경상북도 영천시,054-337-1116,영업유무확인불가
880,은행나무집,일반음식점,경상북도 영천시 화남면 한천길 166,054-331-7771,영업
881,뽀빠이짜장,일반음식점,경상북도 영천시 언하공단로 104 (망정동),054-338-7772,영업
882,고담(옛이야기),일반음식점,경상북도 영천시 금호읍 원제2길 16-2,054-338-3537,영업유무확인불가
883,진미식당,일반음식점,경상북도 영천시 화북면 화북길 64,054-337-1802,영업유무확인불가
884,"장원오리백숙,매생이국밥",일반음식점,경상북도 영천시 새천년공원길 14 (조교동),054-336-7760,영업
885,금호장어구이.탕,일반음식점,경상북도 영천시 금호읍 금호로 133,054-334-2778,영업
886,서부식당,일반음식점,경상북도 영천시 장수로 23-1 (화룡동),054-338-8033,영업
887,영천참품한우,일반음식점,경상북도 영천시 고경면 단포구보길 19,054-331-0669,영업
888,뒷고기집(영천점),일반음식점,경상북도 영천시 충효로 144 (야사동),054-336-3492,영업
889,중국성,일반음식점,경상북도 영천시 신녕면 장수로 1683,054-331-3511,영업
890,대구막창,일반음식점,경상북도 영천시 신녕면 장수로 1684,054-332-1230,영업
891,어뮤즈소주방,일반음식점,경상북도 영천시 야사1길 6 (야사동),054-331-1882,영업
892,선이네분식,일반음식점,경상북도 영천시 동문길 4 (창구동),054-332-4021,영업유무확인불가
893,삼사낚시터식당,일반음식점,경상북도 영천시 고경면 추곡길 215-12,054-337-0734,영업
894,홍이 양꼬치,일반음식점,경상북도 영천시 완산중앙3길 20-1 (완산동),054-000-0000,영업
895,7080세시봉,일반음식점,경상북도 영천시 금호읍 원제2길 14,054-335-5880,영업유무확인불가
896,뚜뚜리,일반음식점,경상북도 영천시 동부로 39-1 (야사동),054-338-9294,영업
897,만남구이,일반음식점,경상북도 영천시,054-000-0000,영업유무확인불가
898,석화한식당,일반음식점,경상북도 영천시 금호읍 교대2길 16,054-337-8885,영업
899,사오정식당,일반음식점,경상북도 영천시 금호읍 원제2길 9,054-338-6166,영업
900,우천전원식당,일반음식점,경상북도 영천시 청통면 청통로 43,053-292-7822,영업
901,통큰집,일반음식점,경상북도 영천시 하이브리드로 748 (본촌동),054-000-0000,영업
902,영천닭칼국수,일반음식점,경상북도 영천시 한방로 163 (작산동),054-338-0097,영업
903,삼천식당,일반음식점,경상북도 영천시 영화로 142 (완산동),054-332-9592,영업
904,멕시카나치킨,일반음식점,경상북도 영천시 충효로 13 (문내동),050-7964-0209,영업
905,큰손칼국수,일반음식점,경상북도 영천시 문외1길 23 (문외동),054-337-7599,영업
906,아베크,일반음식점,경상북도 영천시 충효로 79 (문외동),054-336-1277,영업
907,보현산댐휴게소,일반음식점,경상북도 영천시 화북면 천문로 3087,054-334-7147,영업
908,고경 가마솥곰탕,일반음식점,경상북도 영천시 고경면 호국로 1279,054-336-1994,영업
909,파닭에 파무쳐,일반음식점,경상북도 영천시 호국로 54-1 (야사동),054-331-9233,영업
910,연잎품은생오리,일반음식점,경상북도 영천시 고경면 단포2안길 35-38,054-334-5292,영업
911,진배기원조할매국밥,일반음식점,경상북도 영천시 금강길 8 (완산동),054-332-8898,영업
912,화로뒷고기,일반음식점,경상북도 영천시 최무선로 217-1 (성내동),054-331-6268,영업
913,동산정원,일반음식점,"경상북도 영천시 임고면 포은로 175-32 (574-1,575,575-2)",054-335-5797,영업
914,비비큐치킨,일반음식점,경상북도 영천시 시청남길 6 (문외동),054-338-9282,영업
915,본죽,일반음식점,"경상북도 영천시 동부로 43 (야사동,(102호))",054-331-6233,영업
916,산호칼국수,일반음식점,경상북도 영천시 최무선로 331 (문외동),054-334-2066,영업
917,별마로감자탕IC광장점,일반음식점,경상북도 영천시 영천아이시로 166-5 (본촌동),054-335-7698,영업
918,안심정,일반음식점,경상북도 영천시 임고면 방목길 34,054-336-9197,영업
919,가블렛,일반음식점,경상북도 영천시 모란1길 4 (야사동),054-335-8581,영업
920,시골농장식당,일반음식점,경상북도 영천시 상신기길 95-107 (신기동),054-000-0000,영업
921,고전영양갈비탕,일반음식점,경상북도 영천시 무궁화길 73 (문외동),054-337-0965,영업
922,현대물산,일반음식점,경상북도 영천시 완산중앙3길 4-1 (완산동),054-335-5522,영업
923,천문대로맛집,일반음식점,경상북도 영천시 선창길 9 (도림동),054-338-2702,영업
924,도파,일반음식점,경상북도 영천시 무궁화길 70 (문외동),054-000-0000,영업
925,쌈지돈,일반음식점,경상북도 영천시 충효로 57 (문외동),054-331-0555,영업
926,한끼식사,일반음식점,경상북도 영천시 옛군청2길 9 (문내동),054-333-2888,영업
927,조양식당,일반음식점,"경상북도 영천시 천문로 484 (화룡동,외1필)",054-332-1787,영업
928,소대장,일반음식점,경상북도 영천시 호국로 69-3 (야사동),054-333-3917,영업
929,금와숯불,일반음식점,경상북도 영천시 강남길 43-1 (완산동),054-337-1717,영업
930,한우진 식육식당,일반음식점,경상북도 영천시 신녕면 장수로 1617,054-000-0000,영업유무확인불가
931,옛터식당,일반음식점,경상북도 영천시 동문길 124 (문외동),054-000-0000,영업
932,나무그늘카페,일반음식점,경상북도 영천시 임고면 포은로 456,054-332-8127,영업
933,바바,일반음식점,"경상북도 영천시 교창길 12 (창구동,55)",054-000-0000,영업
934,서민회센타,일반음식점,경상북도 영천시 금호읍 금호로 141-1,054-338-9595,영업
935,육미예찬,일반음식점,경상북도 영천시 영화로 373 (망정동),054-338-7044,영업
936,별빛포차,일반음식점,"경상북도 영천시 문화새길 25, B동 4호 (야사동,상가)",054-000-0000,영업
937,도남공단매점카페,일반음식점,경상북도 영천시 도남공단3길 76 (도남동),054-335-8433,영업
938,정원돼지국밥,일반음식점,경상북도 영천시 천문로 696 (오미동),054-332-1313,영업
939,서가원 김밥 경북영천점,일반음식점,경상북도 영천시 충효로 51 (문외동),050-4570-8706,영업
940,요리성 반점,일반음식점,경상북도 영천시 고경면 호국로 685,054-336-1630,영업
941,별밤글램핑식당,일반음식점,경상북도 영천시 임고면 포은로 814,054-333-2008,영업
942,누리마을감자탕,일반음식점,경상북도 영천시 영화로 350 (조교동),054-334-3366,영업
943,윤회네 깃대 삼겹살,일반음식점,경상북도 영천시 무궁화길 36 (문외동),054-335-1470,영업
944,까꾸리식당,일반음식점,경상북도 영천시 금호읍 금호로 140,054-333-8889,영업
945,송이식당,일반음식점,경상북도 영천시 금호읍 금호로 146-7,054-335-3060,영업유무확인불가
946,봉해꼬치집,일반음식점,"경상북도 영천시 강남길 33, 완산청구하이츠 106동 105호 (완산동)",054-334-1888,영업
947,고속기사식당,일반음식점,"경상북도 영천시 한방로 109 (작산동,315-5,317-3,317-4)",054-335-0578,영업
948,미인,일반음식점,경상북도 영천시 금호읍 교대길 3-1,054-336-6767,영업유무확인불가
949,명성식당,일반음식점,경상북도 영천시 상록2길 26 (야사동),054-336-2957,영업
950,고경식당,일반음식점,경상북도 영천시 고경면 호국로 1068-3,054-336-8809,영업
951,자연식당,일반음식점,경상북도 영천시 신녕면 본관시장길 21-1,054-331-8443,영업
952,영심이족발,일반음식점,경상북도 영천시 옛군청2길 14 (문내동),054-336-3653,영업
953,수레바퀴,일반음식점,경상북도 영천시,054-000-0000,영업
954,7080라이브윤포차,일반음식점,경상북도 영천시 우로들길 105 (망정동),054-333-7959,영업유무확인불가
955,동흥식당,일반음식점,경상북도 영천시 북안면 운북로 2050,054-336-9987,영업
956,나무그늘,일반음식점,경상북도 영천시 임고면 포은로 456 (2층),054-332-8127,영업
957,삼시세끼밥상,일반음식점,"경상북도 영천시 언하공단로 60, 103호 (망정동)",054-331-9316,영업
958,소백산식육식당,일반음식점,경상북도 영천시 청솔길 50 (망정동),054-331-9611,영업
959,오리사랑,일반음식점,경상북도 영천시 금호읍 교대4길 13,054-331-8601,영업
960,운주식당,일반음식점,경상북도 영천시 임고면 운주로 12,054-335-9789,영업
961,옛날추어탕 손칼국수,일반음식점,"경상북도 영천시 문화새길 25, E동 2호 (야사동, 문화상가)",054-000-0000,영업
962,마차이짬뽕,일반음식점,경상북도 영천시 영화로 350 (조교동),054-334-2020,영업
963,황금돼지 뒷고기,일반음식점,"경상북도 영천시 미륵4길 7, 111,112호 (망정동, 황금상가 )",054-337-1179,영업
964,하양할매곰탕,일반음식점,경상북도 영천시 금호읍 금호로 109-1,054-338-8853,영업
965,남촌식당,일반음식점,경상북도 영천시 호국로 28-1 (야사동),054-336-7020,영업
966,우로지식당,일반음식점,"경상북도 영천시 언하공단로 74, 102호 (망정동, 상가)",054-336-2334,영업
967,우리식당,일반음식점,경상북도 영천시 상록1길 46 (야사동),054-000-0000,영업
968,대박양념오뎅,일반음식점,경상북도 영천시 야사동 192-2,054-338-4004,영업
969,불닭발땡초 동대문 엽기 떡볶이 영천야사점,일반음식점,경상북도 영천시 충효로 109 (야사동),050-4570-8588,영업
970,막썰어횟집,일반음식점,경상북도 영천시 신녕면 장수로 1600,054-338-2666,영업유무확인불가
971,궁전손짜장,일반음식점,경상북도 영천시 호국로 216 (조교동),054-331-1322,영업
972,명물추어탕,일반음식점,경상북도 영천시 영화로 240 (완산동),054-331-8323,영업
973,한우소머리곰탕,일반음식점,경상북도 영천시 완산로 30 (완산동),054-331-3550,영업
974,송정코다리,일반음식점,경상북도 영천시 대창면 금창로 549-2,054-335-7119,영업
975,통큰생오리영천점,일반음식점,경상북도 영천시 충효로 138 (야사동),054-338-5282,영업
976,노팅힐,일반음식점,경상북도 영천시 문외4길 4 (문외동),054-338-5622,영업
977,해피분식,일반음식점,경상북도 영천시 천문로 342-1 (창구동),054-334-5492,영업유무확인불가
978,오션힐스 영천점 클럽하우스,일반음식점,경상북도 영천시 임고면 방목길 34-2,054-336-7000,영업
979,오션힐스영천점 스타트하우스,일반음식점,경상북도 영천시 임고면 방목길 34-2,054-336-7000,영업
980,오션힐스영천점 그늘집 -1,일반음식점,경상북도 영천시 임고면 방목길 34-2,054-336-7000,영업
981,오션힐스 영천점 그늘집-2,일반음식점,경상북도 영천시 임고면 방목길 34-2,054-336-7000,영업
982,오션힐스영천점 그늘집 - 3,일반음식점,경상북도 영천시 임고면 방목길 34-2,054-336-7000,영업
983,참좋은 요양병원장례식장 식당,일반음식점,경상북도 영천시 망정1길 32 (망정동),054-000-0000,영업
984,자연숯불갈비,일반음식점,경상북도 영천시 화남면 천문로 1595,054-331-8383,영업
985,선산 할매곱창,일반음식점,경상북도 영천시 중앙동4길 5 (문외동),054-335-8897,영업
986,시대 먹거리,일반음식점,경상북도 영천시 시장5길 7 (완산동),054-335-0014,영업
987,남천할매떢볶이,일반음식점,"경상북도 영천시 최무선로 83 (오수동, 이마트내)",054-330-1250,영업
988,옛날추어탕,일반음식점,경상북도 영천시 충효로 75-1 (문외동),054-332-2345,영업
989,호식이두마리치킨2호점,일반음식점,"경상북도 영천시 문화새길 25, 14동 8호 (야사동, 문화아파트상가)",050-4570-9782,영업
990,원리치피자,일반음식점,경상북도 영천시 문외1길 33 (문외동),050-4570-2582,영업
991,우리농장,일반음식점,경상북도 영천시 충효로 53-1 (문외동),054-331-0095,영업
992,임고식당,일반음식점,경상북도 영천시 임고면 포은로 467,054-335-9088,영업
993,언니야국수,일반음식점,"경상북도 영천시 영천고1길 75, 야사동 101호 (야사동, 유성타워상가)",054-337-2766,영업
994,동경참치,일반음식점,"경상북도 영천시 언하공단로 70, 101,102호 (망정동, 위너스타운상가)",054-335-9880,영업
995,별빛식당,일반음식점,경상북도 영천시 망정로 17 (망정동),054-333-9400,영업유무확인불가
996,깡통갈비,일반음식점,"경상북도 영천시 언하공단로 70, 104,105동 (망정동, 위너스빌)",0507-1318-8953,영업
997,해용반점,일반음식점,경상북도 영천시 신녕면 장수로 1719-4,054-332-0878,영업
998,안동식당,일반음식점,경상북도 영천시 청통면 청통로 894-53,054-335-6153,영업
999,1.2.3 포차,일반음식점,경상북도 영천시 호국로 89 (야사동),054-000-0000,영업
1000,경산식당,일반음식점,경상북도 영천시 청통면 청통로 894-51,054-335-1667,영업
1001,안동옥계찜닭,일반음식점,경상북도 영천시 교창길 6 (창구동),054-331-9977,영업
1002,대구식당,일반음식점,경상북도 영천시 청통면 청통로 894-36,054-335-2913,영업
1003,스타한식코너,일반음식점,경상북도 영천시 금완로 51 (완산동),054-335-7000,영업유무확인불가
1004,한끼,일반음식점,경상북도 영천시 상록5길 61-4 (야사동),054-334-6495,영업
1005,청정굴국밥,일반음식점,경상북도 영천시 중앙동2길 78 (문외동),054-338-0990,영업
1006,녹수식당,일반음식점,경상북도 영천시 신녕면 장수로 1710-5,054-338-1370,영업
1007,황금생막창,일반음식점,경상북도 영천시 모란1길 12 (야사동),054-337-8494,영업
1008,별빛산골능이버섯,일반음식점,경상북도 영천시 운동장로 30-1 (교촌동),054-334-5445,영업
1009,단골석쇠불고기,일반음식점,경상북도 영천시 고경면 호국로 642-12,054-336-2108,영업
1010,9595고기뷔페,일반음식점,경상북도 영천시 완산중앙9길 8 (완산동),054-333-7722,영업
1011,촌놈밥상,일반음식점,"경상북도 영천시 금호읍 원제2길 16-8, 105동 104호 (윤성상가)",054-000-0000,영업유무확인불가
1012,은해향,일반음식점,경상북도 영천시 청통면 청통로 894-55,054-335-1051,영업
1013,대영한우곰탕,일반음식점,"경상북도 영천시 시장4길 52 (완산동, 제3지구 75,76,77,79,80(영천공설시장))",054-334-5817,영업
1014,강호동 치킨678 영천1호점,일반음식점,"경상북도 영천시 망정로 80 (망정동, 망정휴먼시아 상가동 101호)",050-4570-6700,영업
1015,오븐에꾸운닭(문외점),일반음식점,경상북도 영천시 호국로 5 (문외동),050-4570-5991,영업
1016,공산칼국수,일반음식점,경상북도 영천시 신녕면 치산관광길 193,054-331-2838,영업
1017,가마치통닭,일반음식점,"경상북도 영천시 호국로 89, 2층 (야사동)",050-4570-7511,영업
1018,뉴닭숯불치킨,일반음식점,"경상북도 영천시 호국로 59, 지하1층층 (야사동)",050-4570-9883,영업
1019,신제주해장국,일반음식점,경상북도 영천시 영화로 373 (망정동),054-338-8803,영업
1020,동백소반,일반음식점,경상북도 영천시 강남길 16 (완산동),070-4200-9292,영업
1021,머구리 포차,일반음식점,경상북도 영천시 야사4길 28 (야사동),054-335-0809,영업
1022,호운래양꼬치,일반음식점,경상북도 영천시 완산중앙3길 28 (완산동),054-335-3011,영업
1023,창신숯불아나고곰장어,일반음식점,"경상북도 영천시 언하공단로 70, 1층 103호 (망정동)",054-331-8505,영업
1024,초담,일반음식점,경상북도 영천시 임고면 운주로 245,054-336-1999,영업
1025,비룡수타전문면옥,일반음식점,경상북도 영천시 최무선로 102 (오수동),054-337-5511,영업
1026,두레박,일반음식점,"경상북도 영천시 금호읍 원제2길 16-8, 105동 107호 (윤성모닝타운 윤성상가)",054-000-0000,영업
1027,신대림숯불돼지갈비,일반음식점,경상북도 영천시 칠백로 827 (도남동),054-335-3889,영업
1028,다소곳,일반음식점,경상북도 영천시 신녕면 신화로 15-13,054-333-1185,영업
1029,본도시락영천점,일반음식점,경상북도 영천시 호국로 36-1 (야사동),054-337-4282,영업
1030,자매식당,일반음식점,경상북도 영천시 신녕면 장수로 1657,054-336-5995,영업
1031,피쉬앤그릴,일반음식점,경상북도 영천시 시청남길 32 (문외동),054-337-3739,영업
1032,별빛고을참숯불,일반음식점,경상북도 영천시 청솔길 34 (망정동),054-331-3100,영업
1033,대감식당,일반음식점,경상북도 영천시 운동장로 198 (화룡동),054-337-9971,영업유무확인불가
1034,나드리김밥 영천중앙점,일반음식점,경상북도 영천시 중앙동1길 12-1 (문외동),050-7990-7935,영업
1035,하우치짬뽕,일반음식점,경상북도 영천시 조양공원길 27-11 (창구동),054-337-2287,영업
1036,지원이네 분식,일반음식점,"경상북도 영천시 충효로 152, 1층 2호 (야사동)",054-338-7695,영업
1037,사일온천식당,일반음식점,경상북도 영천시 사일로 458-64 (서산동),054-000-0000,영업유무확인불가
1038,돈주머니 돼지껍데기,일반음식점,"경상북도 영천시 언하공단로 64, 1동 1층 104호 (망정동)",054-335-4447,영업
1039,천지 뒷고기,일반음식점,경상북도 영천시 금호읍 원제2길 16-3,054-000-0000,영업
1040,더 솔롱고,일반음식점,경상북도 영천시 금호읍 칠백로 436,054-338-0146,영업
1041,진미손칼국수,일반음식점,경상북도 영천시 임고면 포은로 752,054-335-9121,영업
1042,카페비엔,일반음식점,경상북도 영천시 한방로 27 (도동),054-337-1238,영업
1043,국시사랑,일반음식점,경상북도 영천시 금호읍 금호로 487,054-331-7003,영업
1044,진미식당,일반음식점,경상북도 영천시 북안면 유하큰길 15,054-336-3235,영업
1045,경신휴게소 맛데이치킨,일반음식점,경상북도 영천시 영천아이시로 93 (봉동),054-337-5554,영업
1046,노아재(Noahjae),일반음식점,경상북도 영천시 모란2길 22-5 (야사동),054-336-3735,영업
1047,솔밭식당,일반음식점,경상북도 영천시 청통면 청통로 894-46,054-336-4748,영업
1048,칙칙폭폭,일반음식점,경상북도 영천시 동문길 24 (문내동),054-000-0000,영업
1049,경남식당,일반음식점,경상북도 영천시 신녕면 본관시장길 3 (신녕공설시장 상설점포 B동1호),054-335-7796,영업
1050,할매닭발,일반음식점,경상북도 영천시 동부로 41-1 (야사동),054-000-0000,영업
1051,충남식당,일반음식점,경상북도 영천시 신녕면 본관시장길 3 (신녕공설시장 상설점포 A동 12호),054-000-0000,영업
1052,골드치킨 족발,일반음식점,경상북도 영천시 신녕면 본관시장길 3 (신녕공설시장 B동 6호),054-332-1080,영업
1053,신녕통닭,일반음식점,경상북도 영천시 신녕면 본관시장길 3 (신녕공설시장 B동 10호),054-000-0000,영업유무확인불가
1054,공단밥집,일반음식점,경상북도 영천시 도남길 16-57 (도남동),054-000-0000,영업유무확인불가
1055,주경야술,일반음식점,"경상북도 영천시 언하공단로 60 (망정동, 센트럴펠리스 108호)",054-336-7677,영업
1056,24시 전주명가콩나물국밥영천점,일반음식점,경상북도 영천시 영화로 328 (조교동),054-338-7030,영업
1057,통큰닭강정,일반음식점,경상북도 영천시 동부로 31 (야사동),054-335-6189,영업
1058,피자빙고창신점,일반음식점,경상북도 영천시 언하공단로 86 (망정동),054-331-0700,영업
1059,싸가지없는갈비,일반음식점,경상북도 영천시 창신길 140 (망정동),054-333-0220,영업
1060,산골순두부보쌈,일반음식점,"경상북도 영천시 언하공단로 60, 101호 (망정동)",054-331-9588,영업
1061,미풍식당,일반음식점,"경상북도 영천시 언하공단로 60, 106호 (망정동, 센트럴펠리스 )",054-333-3637,영업
1062,골드하우스,일반음식점,경상북도 영천시 상록2길 33-1 (야사동),054-337-5565,영업
1063,회운정식당,일반음식점,경상북도 영천시 동강포길 16 (도남동),054-334-0018,영업
1064,어여와포차,일반음식점,경상북도 영천시 창신길 140 (망정동),054-337-0090,영업
1065,투주타임,일반음식점,경상북도 영천시 야사시장길 37 (야사동),054-333-1222,영업
1066,창신돌곱창,일반음식점,"경상북도 영천시 언하공단로 60, 107호 (망정동, 센트럴펠리스 )",054-337-0792,영업
1067,대백분식,일반음식점,경상북도 영천시 신녕면 장수로 1625,054-337-6668,영업
1068,한식뷔페 별미,일반음식점,경상북도 영천시 영천산단로 349 (채신동),054-332-8681,영업
1069,황금코다리 영천점,일반음식점,경상북도 영천시 무궁화길 17 (문외동),054-333-1144,영업
1070,둘둘오리영천점,일반음식점,경상북도 영천시 중앙동3길 40 (문외동),054-332-2252,영업
1071,춤추는산오징어,일반음식점,경상북도 영천시 창신길 140 (망정동),054-338-4250,영업
1072,대박골뼈해장국,일반음식점,경상북도 영천시 청통면 금송로 968,054-336-8859,영업
1073,허니문식당&슈퍼,일반음식점,경상북도 영천시 고경면 호국로 620,054-336-2264,영업
1074,구가네막창,일반음식점,경상북도 영천시 충효로 127 (야사동),054-331-4455,영업
1075,이춘식명가돌곱창 영천점,일반음식점,경상북도 영천시 문외1길 27 (문외동),054-333-1237,영업
1076,화산식육식당(영천점),일반음식점,경상북도 영천시 충효로 73 (문외동),054-336-0993,영업
1077,앤카페,일반음식점,경상북도 영천시 충효로 171 (야사동),054-335-5161,영업
1078,진설옥 설렁탕,일반음식점,경상북도 영천시 중앙동3길 21 (문외동),054-335-9966,영업
1079,석계기사식당,일반음식점,경상북도 영천시 고경면 호국로 1447,054-331-5774,영업
1080,백이뒷고기,일반음식점,경상북도 영천시 신녕면 장수로 1677,054-331-6466,영업
1081,수정할매곰탕,일반음식점,"경상북도 영천시 금호읍 금호로 101, 영천금호전통시장",054-333-5629,영업유무확인불가
1082,영천한정식,일반음식점,경상북도 영천시 금완로 59 (완산동),054-336-8533,영업
1083,와인숯불,일반음식점,경상북도 영천시 금호읍 금호로 386-21,054-338-0771,영업
1084,인생술집,일반음식점,경상북도 영천시 호국로 46-7 (야사동),054-334-9130,영업
1085,자갈치조개구이,일반음식점,"경상북도 영천시 충효로 62, 1층 (문외동)",054-337-3000,영업
1086,불청&부대찌개 전문점,일반음식점,"경상북도 영천시 충효로 62, 1층 (문외동)",054-338-4114,영업
1087,토방청,일반음식점,경상북도 영천시 청통면 청통로 870,054-335-1385,영업
1088,고도리와이너리,일반음식점,경상북도 영천시 고경면 민도길 63,054-335-3174,영업
